Finding_ID,Status,Security_Category,Check_ID,Check_Name,File_Path,Resource_Type,Resource_Name,Line_Start,Line_End,Remediation_Guidance,Azure_Documentation,Compliance_Framework
AZ-0139,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0140,FAILED,Data Storage,CKV2_AZURE_45,Ensure Microsoft SQL server is configured with private endpoint,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-45,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0141,FAILED,Data Storage,CKV2_AZURE_44,Ensure Azure MySQL server is configured with private endpoint,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-44,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0142,FAILED,Data Storage,CKV2_AZURE_42,Ensure Azure PostgreSQL server is configured with private endpoint,\sql.tf,azurerm_postgresql_server,azurerm_postgresql_server.example,73,96,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-42,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0143,FAILED,Network Security,CKV2_AZURE_29,Ensure AKS cluster has Azure CNI networking enabled,\aks.tf,azurerm_kubernetes_cluster,azurerm_kubernetes_cluster.k8s_cluster,1,35,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-29,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0144,FAILED,General Security,CKV_AZURE_120,Ensure that Application Gateway enables WAF,\application_gateway.tf,azurerm_application_gateway,azurerm_application_gateway.network,1,66,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-application-gateway-enables-waf,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0145,FAILED,Data Protection,CKV2_AZURE_40,Ensure storage account is not configured with Shared Key authorization,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-40,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0146,FAILED,Data Protection,CKV2_AZURE_40,Ensure storage account is not configured with Shared Key authorization,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-40,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0147,FAILED,Identity & Access,CKV2_AZURE_47,Ensure storage account is configured without blob anonymous access,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-47,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0148,FAILED,Identity & Access,CKV2_AZURE_47,Ensure storage account is configured without blob anonymous access,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Implement strong authentication and access controls with Azure AD.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-47,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0149,FAILED,Data Storage,CKV2_AZURE_33,Ensure storage account is configured with private endpoint,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-33,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0150,FAILED,Data Storage,CKV2_AZURE_33,Ensure storage account is configured with private endpoint,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-33,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0151,FAILED,Data Storage,CKV2_AZURE_38,Ensure soft-delete is enabled on Azure storage account,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-38,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0152,FAILED,Data Storage,CKV2_AZURE_38,Ensure soft-delete is enabled on Azure storage account,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-38,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0153,FAILED,Data Storage,CKV2_AZURE_41,Ensure storage account is configured with SAS expiration policy,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-41,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0154,FAILED,Data Storage,CKV2_AZURE_41,Ensure storage account is configured with SAS expiration policy,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Secure storage account with proper access policies and encryption.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-iam-policies/bc-azure-2-41,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0155,FAILED,Data Protection,CKV2_AZURE_16,Ensure that MySQL server enables customer-managed key for encryption,\sql.tf,azurerm_mysql_server,azurerm_mysql_server.example,44,71,Enable encryption at rest and in transit. Use customer-managed keys where possible.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-mysql-server-enables-customer-managed-key-for-encryption,"SOC 2, PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0156,FAILED,Data Protection,CKV2_AZURE_1,Ensure storage for critical data are encrypted with Customer Managed Key,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,1,18,Ensure storage account is configured with SAS expiration policy,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-storage-for-critical-data-are-encrypted-with-customer-managed-key,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0157,FAILED,Data Protection,CKV2_AZURE_1,Ensure storage for critical data are encrypted with Customer Managed Key,\storage.tf,azurerm_storage_account,azurerm_storage_account.example,23,60,Ensure storage account is configured with SAS expiration policy,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-storage-for-critical-data-are-encrypted-with-customer-managed-key,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0158,FAILED,Network Security,CKV2_AZURE_31,Ensure VNET subnet is configured with a Network Security Group (NSG),\networking.tf,azurerm_subnet,azurerm_subnet.example,18,23,Review network security group rules and implement least privilege access.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-2-31,"PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-0159,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql1,20,37,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0160,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql2,39,56,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0161,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql3,58,75,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0162,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0163,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0164,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0165,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0166,FAILED,Logging & Monitoring,CKV_AZURE_23,Ensure that 'Auditing' is set to 'On' for SQL servers,\sql.tf,azurerm_sql_server,azurerm_sql_server.example,9,29,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-2,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0167,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql1,20,37,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0168,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql2,39,56,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0169,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql3,58,75,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0170,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql4,77,94,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0171,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql5,96,113,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0172,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql7,134,151,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0173,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\mssql.tf,azurerm_mssql_server,azurerm_mssql_server.mssql6,115,132,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-0174,FAILED,Logging & Monitoring,CKV_AZURE_24,Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers,\sql.tf,azurerm_sql_server,azurerm_sql_server.example,9,29,Review Azure security best practices and implement recommended configuration.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-logging-policies/bc-azr-logging-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0175,PASSED,General Security,CKV_AZURE_143,Ensure AKS cluster nodes do not have public IP addresses,\aks.tf,azurerm_kubernetes_cluster,azurerm_kubernetes_cluster.k8s_cluster,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azure-143,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0176,PASSED,General Security,CKV_AZURE_169,Ensure Azure Kubernetes Cluster (AKS) nodes use scale sets,\aks.tf,azurerm_kubernetes_cluster,azurerm_kubernetes_cluster.k8s_cluster,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-kubernetes-policies/azr-kubernetes-169,"SOC 2, PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0177,PASSED,General Security,CKV_AZURE_246,Ensure Azure AKS cluster HTTP application routing is disabled,\aks.tf,azurerm_kubernetes_cluster,azurerm_kubernetes_cluster.k8s_cluster,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azure-246,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0178,PASSED,Identity & Access,CKV_AZURE_57,Ensure that CORS disallows every resource to access app services,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service1,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-cors-disallows-every-resource-to-access-app-services,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0179,PASSED,General Security,CKV_AZURE_72,Ensure that remote debugging is not enabled for app services,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service1,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-remote-debugging-is-not-enabled-for-app-services,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0180,PASSED,Identity & Access,CKV_AZURE_57,Ensure that CORS disallows every resource to access app services,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service2,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-cors-disallows-every-resource-to-access-app-services,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0181,PASSED,General Security,CKV_AZURE_14,Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service2,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-5,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0182,PASSED,Data Protection,CKV_AZURE_15,Ensure web app is using the latest version of TLS encryption,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service2,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/bc-azr-networking-6,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0183,PASSED,General Security,CKV_AZURE_72,Ensure that remote debugging is not enabled for app services,\app_service.tf,azurerm_app_service,azurerm_app_service.app-service2,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-remote-debugging-is-not-enabled-for-app-services,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0184,PASSED,Compute Security,CKV_AZURE_179,Ensure VM agent is installed,\instance.tf,azurerm_linux_virtual_machine,azurerm_linux_virtual_machine.linux_machine,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-179,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0185,PASSED,General Security,CKV_AZURE_92,Ensure that Virtual Machines use managed disks,\instance.tf,azurerm_linux_virtual_machine,azurerm_linux_virtual_machine.linux_machine,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-virtual-machines-use-managed-disks,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0186,PASSED,Compute Security,CKV_AZURE_179,Ensure VM agent is installed,\instance.tf,azurerm_windows_virtual_machine,azurerm_windows_virtual_machine.windows_machine,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-179,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0187,PASSED,General Security,CKV_AZURE_92,Ensure that Virtual Machines use managed disks,\instance.tf,azurerm_windows_virtual_machine,azurerm_windows_virtual_machine.windows_machine,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-virtual-machines-use-managed-disks,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0188,PASSED,Compute Security,CKV_AZURE_177,Ensure Windows VM enables automatic updates,\instance.tf,azurerm_windows_virtual_machine,azurerm_windows_virtual_machine.windows_machine,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-177,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0189,PASSED,Data Protection,CKV_AZURE_111,Ensure that key vault enables soft delete,\key_vault.tf,azurerm_key_vault,azurerm_key_vault.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-key-vault-enables-soft-delete,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0190,PASSED,Identity & Access,CKV_AZURE_36,Ensure 'Trusted Microsoft Services' is enabled for Storage Account access,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/enable-trusted-microsoft-services-for-storage-account-access,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0191,PASSED,General Security,CKV_AZURE_3,Ensure that 'enable_https_traffic_only' is enabled,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/azr-general-3,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0192,PASSED,Data Storage,CKV_AZURE_244,Avoid the use of local users for Azure Storage unless necessary,\mssql.tf,azurerm_storage_account,azurerm_storage_account.security_storage_account,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-244,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0193,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy1,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0194,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy2,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0195,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy3,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0196,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy4,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0197,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy6,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0198,PASSED,Data Storage,CKV_AZURE_26,Ensure that 'Send Alerts To' is enabled for MSSQL servers,\mssql.tf,azurerm_mssql_server_security_alert_policy,azurerm_mssql_server_security_alert_policy.alertpolicy7,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azr-general-7,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0199,PASSED,General Security,CKV_AZURE_183,Ensure that VNET uses local DNS addresses,\networking.tf,azurerm_virtual_network,azurerm_virtual_network.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/azr-networking-183,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0200,PASSED,General Security,CKV_AZURE_182,Ensure that VNET has at least 2 connected DNS Endpoints,\networking.tf,azurerm_virtual_network,azurerm_virtual_network.example,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/azr-networking-182,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0201,PASSED,Network Security,CKV_AZURE_118,Ensure that Network Interfaces disable IP forwarding,\networking.tf,azurerm_network_interface,azurerm_network_interface.ni_linux,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-network-interfaces-disable-ip-forwarding,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0202,PASSED,Network Security,CKV_AZURE_118,Ensure that Network Interfaces disable IP forwarding,\networking.tf,azurerm_network_interface,azurerm_network_interface.ni_win,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-network-interfaces-disable-ip-forwarding,"SOC 2, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0203,PASSED,Identity & Access,CKV_AZURE_160,Ensure that HTTP (port 80) access is restricted from the internet,\networking.tf,azurerm_network_security_group,azurerm_network_security_group.bad_sg,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-azure-http-port-80-access-from-the-internet-is-restricted,"SOC 2, PCI DSS, CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0204,PASSED,General Security,CKV_AZURE_77,Ensure that UDP Services are restricted from the Internet ,\networking.tf,azurerm_network_security_group,azurerm_network_security_group.bad_sg,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-networking-policies/ensure-that-udp-services-are-restricted-from-the-internet,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0205,PASSED,General Security,CKV_AZURE_234,Ensure that Azure Defender for cloud is set to On for Resource Manager,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/bc-azure-234,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0206,PASSED,General Security,CKV_AZURE_61,Ensure that Azure Defender is set to On for App Service,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-app-service,"CIS Azure Benchmarks, Azure Security Baseline"
AZ-PASS-0207,PASSED,Compute Security,CKV_AZURE_86,Ensure that Azure Defender is set to On for Container Registries,\security_center.tf,azurerm_security_center_subscription_pricing,azurerm_security_center_subscription_pricing.pricing,N/A,N/A,No action required - configuration follows security best practices,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/azure-policies/azure-general-policies/ensure-that-azure-defender-is-set-to-on-for-container-registries,"CIS Azure Benchmarks, Azure Security Baseline"
